n,N,cond_number,pauli_strings,coefficients
8,5,78.23176574707031,"[[2, 2, 2, 1, 1, 1, 1, 2], [2, 3, 2, 2, 0, 3, 2, 0], [2, 3, 3, 0, 0, 3, 1, 2], [1, 0, 0, 1, 0, 1, 2, 3], [0, 2, 0, 2, 3, 1, 1, 0]]","[1.51, -1.85, 1.9, 0.66, 1.33]"
8,5,52.6219596862793,"[[1, 0, 2, 1, 1, 1, 1, 3], [2, 3, 0, 2, 3, 0, 1, 2], [3, 0, 1, 1, 0, 1, 2, 0], [3, 2, 1, 0, 2, 3, 1, 3], [3, 2, 3, 1, 2, 0, 2, 0]]","[-1.14, 1.23, -0.65, 0.85, -0.98]"
8,5,57.88978958129883,"[[2, 0, 3, 0, 2, 2, 2, 3], [2, 3, 1, 0, 2, 1, 1, 2], [2, 0, 3, 2, 0, 1, 1, 1], [1, 1, 1, 1, 0, 3, 1, 0], [1, 2, 1, 3, 3, 3, 0, 0]]","[1.04, -1.4, -0.83, 0.45, 0.09]"
8,5,89.00008392333984,"[[3, 3, 1, 1, 0, 0, 1, 1], [3, 1, 3, 2, 0, 0, 3, 2], [1, 3, 1, 1, 0, 2, 0, 2], [1, 3, 3, 2, 3, 2, 2, 0], [2, 2, 2, 3, 2, 3, 0, 1]]","[0.28, 0.0, 0.16, -0.24, -0.21]"
8,5,38.69287109375,"[[0, 3, 0, 0, 1, 2, 2, 3], [1, 1, 3, 3, 2, 1, 1, 2], [1, 3, 1, 0, 0, 0, 0, 2], [3, 1, 1, 1, 3, 3, 3, 0], [1, 3, 2, 1, 1, 1, 2, 1]]","[-1.78, -1.9, -2.43, -1.15, -3.78]"
8,5,36.79022216796875,"[[1, 3, 1, 1, 1, 1, 1, 1], [0, 3, 0, 1, 0, 2, 3, 1], [2, 2, 1, 2, 3, 2, 3, 1], [2, 1, 0, 2, 2, 3, 0, 2], [3, 2, 0, 1, 0, 0, 3, 3]]","[2.16, 2.79, 2.92, -3.3, 0.57]"
8,5,49.42918395996094,"[[2, 0, 2, 2, 2, 0, 2, 2], [0, 0, 2, 0, 2, 2, 3, 3], [3, 1, 1, 1, 3, 1, 0, 0], [3, 2, 0, 2, 3, 0, 0, 0], [2, 3, 2, 0, 3, 0, 2, 3]]","[-0.11, 0.25, -0.21, -0.65, 0.64]"
8,5,47.14957046508789,"[[0, 3, 3, 2, 2, 0, 2, 3], [2, 0, 1, 1, 1, 2, 3, 1], [1, 2, 2, 2, 2, 0, 0, 3], [3, 2, 3, 2, 2, 2, 3, 2], [2, 1, 2, 0, 1, 1, 0, 1]]","[-2.16, 1.25, 1.74, 0.19, 1.45]"
8,5,46.37959671020508,"[[0, 1, 0, 0, 0, 3, 3, 2], [2, 3, 2, 3, 2, 2, 1, 1], [3, 2, 1, 1, 1, 3, 0, 3], [0, 1, 2, 3, 1, 3, 2, 1], [0, 3, 0, 0, 2, 0, 3, 3]]","[-2.03, 1.53, -0.47, -1.84, -2.44]"
8,5,28.62702751159668,"[[0, 0, 0, 3, 0, 0, 2, 0], [3, 2, 2, 3, 3, 2, 3, 0], [2, 2, 0, 1, 1, 2, 3, 3], [0, 2, 3, 3, 3, 0, 2, 2], [1, 2, 3, 1, 0, 3, 3, 3]]","[4.8, -3.56, 1.55, 1.32, 5.09]"
8,5,39.05551528930664,"[[2, 3, 2, 3, 2, 1, 0, 1], [1, 1, 3, 2, 3, 2, 1, 0], [3, 3, 1, 0, 1, 1, 0, 0], [2, 1, 0, 0, 0, 1, 1, 2], [2, 0, 2, 1, 1, 1, 3, 3]]","[0.03, 2.61, -0.06, -1.14, -1.34]"
8,5,64.46550750732422,"[[0, 3, 3, 1, 1, 2, 0, 0], [0, 2, 0, 2, 3, 3, 3, 0], [2, 2, 0, 0, 0, 1, 2, 3], [3, 1, 0, 2, 2, 3, 0, 0], [1, 2, 1, 3, 2, 0, 0, 1]]","[1.24, 1.65, 1.38, 1.22, 1.34]"
8,5,48.46895217895508,"[[2, 0, 2, 2, 3, 2, 1, 0], [3, 3, 3, 2, 3, 2, 1, 0], [0, 0, 2, 3, 2, 1, 1, 0], [0, 1, 2, 2, 0, 0, 2, 1], [2, 0, 0, 0, 0, 0, 0, 0]]","[-2.34, -0.43, 0.8, -2.94, 3.08]"
8,5,31.2379150390625,"[[2, 2, 3, 2, 3, 1, 1, 3], [3, 3, 3, 0, 1, 1, 1, 3], [1, 1, 3, 3, 1, 3, 1, 3], [1, 1, 0, 2, 0, 3, 0, 1], [3, 1, 3, 0, 0, 1, 3, 0]]","[0.87, -0.36, 1.3, -3.4, -2.91]"
8,5,54.52149200439453,"[[3, 1, 1, 0, 0, 0, 3, 1], [2, 1, 0, 1, 1, 2, 2, 2], [3, 2, 0, 2, 3, 3, 2, 1], [0, 0, 0, 3, 3, 1, 3, 0], [2, 1, 3, 0, 3, 3, 0, 0]]","[-1.04, 0.3, 1.12, -0.88, -0.59]"
8,5,81.65885162353516,"[[2, 0, 0, 3, 2, 3, 1, 3], [3, 3, 2, 1, 3, 0, 1, 0], [0, 0, 0, 0, 2, 2, 0, 0], [2, 2, 2, 3, 2, 0, 0, 3], [3, 1, 2, 3, 3, 3, 1, 3]]","[-1.52, -0.47, -0.27, 0.59, -1.46]"
8,5,92.55404663085938,"[[0, 1, 0, 0, 0, 1, 2, 0], [3, 3, 1, 3, 0, 1, 1, 2], [2, 3, 2, 0, 0, 3, 3, 2], [1, 0, 2, 0, 0, 3, 2, 0], [1, 3, 0, 0, 1, 0, 0, 3]]","[-0.67, -2.97, -1.47, 0.34, 1.15]"
8,5,31.5883903503418,"[[0, 3, 2, 1, 3, 3, 0, 2], [1, 3, 0, 2, 1, 0, 1, 0], [2, 1, 2, 0, 3, 0, 1, 2], [2, 0, 1, 0, 3, 2, 1, 3], [1, 0, 1, 3, 2, 3, 0, 2]]","[0.21, -1.98, 0.48, -2.69, -0.51]"
8,5,37.22869110107422,"[[2, 2, 2, 0, 2, 3, 2, 2], [2, 3, 2, 3, 1, 3, 1, 3], [0, 2, 3, 1, 0, 1, 3, 1], [1, 1, 1, 3, 0, 0, 3, 2], [3, 0, 2, 1, 1, 0, 1, 0]]","[2.24, -1.06, 0.4, 1.95, -1.07]"
8,5,53.2790412902832,"[[3, 1, 2, 3, 2, 2, 1, 1], [2, 0, 0, 3, 0, 1, 3, 3], [0, 2, 1, 0, 1, 2, 1, 0], [0, 1, 0, 3, 3, 0, 0, 1], [3, 1, 0, 2, 3, 2, 3, 2]]","[-0.87, 1.46, -1.48, 0.12, -1.29]"
8,5,49.939823150634766,"[[0, 1, 2, 0, 0, 0, 3, 2], [1, 0, 3, 1, 0, 2, 1, 3], [3, 1, 3, 1, 0, 1, 0, 3], [1, 0, 1, 2, 1, 3, 0, 1], [2, 1, 0, 1, 2, 2, 1, 3]]","[-0.49, -0.59, 0.57, -0.42, -0.48]"
8,5,95.83855438232422,"[[0, 3, 3, 0, 2, 0, 3, 1], [0, 0, 3, 1, 2, 1, 1, 0], [0, 3, 1, 0, 1, 3, 3, 1], [3, 3, 0, 3, 1, 1, 0, 3], [1, 3, 0, 3, 2, 3, 3, 1]]","[0.23, -0.08, 0.01, -0.21, -0.04]"
8,5,90.16354370117188,"[[2, 3, 2, 0, 1, 1, 1, 1], [0, 3, 3, 0, 2, 0, 3, 1], [1, 0, 1, 2, 3, 0, 3, 0], [3, 0, 3, 1, 3, 0, 1, 2], [3, 0, 2, 3, 1, 2, 3, 1]]","[0.27, 1.37, -2.15, -0.62, 0.64]"
8,5,31.7562313079834,"[[1, 0, 3, 2, 1, 1, 2, 0], [2, 1, 3, 3, 1, 3, 0, 1], [1, 3, 1, 1, 1, 0, 0, 2], [2, 3, 1, 0, 3, 2, 2, 3], [2, 2, 2, 2, 1, 2, 1, 0]]","[-0.73, -1.0, 0.91, 1.36, -1.23]"
8,5,46.24483108520508,"[[3, 3, 1, 3, 2, 0, 0, 0], [2, 0, 0, 0, 2, 2, 0, 2], [0, 3, 2, 1, 2, 1, 0, 3], [3, 3, 1, 3, 0, 1, 2, 1], [3, 1, 3, 2, 0, 1, 2, 2]]","[0.34, -0.21, 0.39, -0.32, 0.4]"
8,5,43.2669563293457,"[[3, 2, 1, 0, 1, 0, 2, 0], [3, 2, 0, 2, 2, 0, 1, 1], [1, 1, 2, 3, 0, 3, 2, 0], [0, 3, 0, 0, 1, 0, 1, 2], [0, 2, 2, 0, 0, 2, 2, 0]]","[0.63, -1.45, -2.67, -1.24, -1.36]"
8,5,37.02885818481445,"[[1, 3, 2, 1, 3, 1, 1, 3], [3, 3, 3, 2, 0, 1, 2, 3], [0, 2, 0, 2, 1, 1, 0, 0], [3, 2, 1, 0, 2, 2, 1, 2], [0, 1, 0, 0, 2, 1, 2, 1]]","[2.77, -1.14, 0.95, 2.59, 0.56]"
8,5,68.30119323730469,"[[2, 2, 2, 3, 0, 3, 2, 3], [1, 0, 0, 0, 0, 3, 2, 1], [2, 1, 2, 1, 0, 3, 2, 2], [0, 1, 0, 2, 0, 2, 2, 0], [2, 0, 1, 1, 2, 3, 3, 2]]","[-0.19, -0.39, -0.54, 0.05, 0.42]"
8,5,31.46649169921875,"[[1, 1, 1, 0, 3, 3, 1, 0], [1, 2, 3, 2, 2, 2, 0, 0], [3, 0, 0, 0, 3, 1, 2, 1], [2, 3, 3, 2, 2, 1, 2, 1], [0, 2, 1, 2, 2, 2, 3, 1]]","[2.69, -2.34, 0.34, 3.8, 3.64]"
8,5,56.30216217041016,"[[2, 2, 0, 1, 1, 2, 0, 1], [0, 2, 1, 2, 2, 0, 1, 2], [0, 3, 1, 3, 2, 0, 3, 3], [1, 0, 1, 2, 0, 2, 2, 0], [1, 0, 2, 3, 1, 0, 3, 1]]","[0.46, -0.01, 0.01, -0.21, -0.43]"
8,5,46.17885971069336,"[[2, 1, 2, 2, 1, 0, 1, 1], [2, 2, 2, 0, 1, 0, 0, 2], [2, 1, 2, 2, 2, 2, 0, 1], [1, 2, 3, 0, 3, 3, 2, 3], [2, 1, 0, 3, 0, 1, 1, 3]]","[0.61, 1.64, -0.16, 2.96, -0.58]"
8,5,69.31908416748047,"[[0, 1, 3, 1, 2, 1, 2, 3], [1, 1, 0, 0, 0, 2, 2, 2], [0, 0, 2, 1, 1, 3, 3, 2], [2, 0, 2, 0, 1, 2, 3, 3], [2, 3, 2, 2, 3, 1, 3, 0]]","[-0.69, 0.68, 0.18, 0.56, -0.56]"
8,5,71.19503784179688,"[[0, 2, 2, 2, 0, 0, 0, 3], [0, 2, 3, 0, 1, 1, 2, 2], [3, 3, 3, 0, 0, 2, 3, 2], [0, 1, 1, 0, 3, 0, 0, 3], [1, 1, 2, 2, 1, 1, 0, 2]]","[0.26, 0.34, -0.18, 0.01, 0.19]"
8,5,36.832069396972656,"[[0, 1, 0, 1, 3, 1, 2, 3], [3, 1, 1, 3, 0, 3, 2, 0], [2, 3, 0, 3, 0, 2, 0, 1], [3, 1, 2, 1, 1, 2, 2, 1], [2, 1, 3, 2, 3, 2, 0, 0]]","[-0.07, -0.08, -0.0, 0.14, 0.15]"
8,5,44.378684997558594,"[[2, 0, 1, 1, 1, 1, 1, 1], [0, 2, 0, 0, 3, 1, 3, 0], [3, 0, 2, 3, 2, 3, 3, 3], [2, 0, 0, 3, 2, 3, 0, 2], [0, 3, 0, 0, 1, 2, 1, 3]]","[0.04, 0.42, 0.28, -0.3, -0.45]"
8,5,38.400482177734375,"[[3, 0, 1, 0, 0, 0, 2, 3], [2, 2, 3, 1, 3, 2, 0, 3], [3, 1, 3, 0, 3, 3, 0, 1], [0, 0, 3, 0, 1, 0, 3, 1], [0, 0, 2, 0, 1, 3, 1, 1]]","[-1.67, -0.5, -1.45, 0.34, -0.05]"
8,5,57.13479232788086,"[[1, 2, 1, 0, 0, 1, 2, 2], [2, 3, 3, 1, 3, 1, 2, 1], [1, 2, 0, 2, 1, 2, 1, 3], [1, 2, 3, 2, 3, 1, 0, 3], [0, 1, 1, 0, 2, 3, 2, 1]]","[-1.79, -3.89, 1.99, -3.08, 0.99]"
8,5,44.36442947387695,"[[2, 0, 1, 0, 2, 0, 2, 3], [2, 3, 0, 0, 2, 2, 3, 3], [0, 3, 0, 0, 0, 2, 3, 3], [1, 3, 2, 1, 1, 0, 2, 0], [3, 1, 0, 3, 3, 0, 2, 3]]","[2.61, 4.94, 1.99, 1.23, -3.87]"
8,5,43.4526252746582,"[[0, 1, 2, 2, 3, 2, 0, 3], [0, 0, 2, 0, 2, 3, 0, 1], [0, 0, 0, 2, 3, 1, 0, 1], [2, 2, 0, 0, 3, 1, 3, 0], [2, 0, 1, 1, 3, 1, 1, 3]]","[-0.97, 0.01, -2.59, 1.5, -0.13]"
8,5,67.31939697265625,"[[3, 2, 1, 1, 0, 1, 1, 0], [2, 2, 1, 3, 1, 2, 3, 0], [0, 1, 0, 3, 1, 3, 3, 2], [2, 1, 0, 3, 2, 2, 3, 3], [2, 3, 2, 2, 2, 3, 3, 1]]","[-0.09, -0.07, -0.07, -0.02, -0.14]"
8,5,60.08317184448242,"[[2, 0, 2, 3, 3, 2, 2, 1], [0, 3, 1, 0, 3, 3, 3, 0], [1, 0, 0, 1, 2, 0, 1, 1], [3, 0, 0, 1, 0, 0, 3, 3], [3, 3, 2, 3, 0, 3, 2, 3]]","[-1.23, -1.0, -2.14, -1.83, 1.43]"
8,5,72.4885025024414,"[[0, 1, 0, 1, 2, 1, 1, 1], [3, 3, 2, 1, 1, 1, 3, 0], [3, 2, 0, 3, 3, 3, 0, 3], [0, 3, 1, 3, 2, 2, 3, 1], [0, 0, 2, 3, 2, 2, 1, 1]]","[0.84, -0.04, 0.72, -0.92, 1.34]"
8,5,77.81548309326172,"[[1, 2, 1, 1, 3, 0, 2, 1], [1, 0, 1, 3, 2, 0, 0, 1], [0, 2, 3, 0, 0, 2, 2, 2], [2, 1, 2, 0, 3, 2, 2, 2], [3, 0, 3, 3, 3, 3, 2, 2]]","[0.21, 0.48, 1.42, 2.01, -0.24]"
8,5,44.55402374267578,"[[2, 2, 0, 3, 2, 1, 1, 0], [3, 0, 0, 2, 3, 2, 0, 2], [1, 3, 2, 2, 1, 2, 2, 2], [2, 1, 1, 2, 0, 2, 3, 1], [1, 1, 1, 2, 0, 3, 1, 0]]","[0.6, -0.25, 1.07, -0.68, -0.47]"
8,5,40.002384185791016,"[[2, 0, 3, 3, 1, 3, 0, 1], [2, 1, 3, 3, 2, 3, 3, 2], [1, 0, 2, 3, 1, 2, 1, 3], [1, 3, 1, 0, 0, 3, 0, 3], [2, 0, 1, 2, 2, 3, 1, 1]]","[2.01, -4.08, 0.43, 0.87, 2.92]"
8,5,48.37235641479492,"[[1, 2, 1, 3, 3, 0, 3, 0], [3, 2, 1, 3, 2, 3, 0, 3], [1, 0, 1, 1, 1, 0, 0, 2], [3, 1, 3, 1, 1, 1, 1, 2], [2, 1, 0, 0, 1, 2, 2, 1]]","[-1.72, -1.0, -0.3, 4.67, -2.88]"
8,5,59.81309127807617,"[[1, 2, 3, 2, 3, 2, 0, 3], [3, 0, 0, 2, 3, 1, 0, 2], [3, 3, 1, 0, 1, 2, 3, 0], [2, 1, 2, 3, 2, 2, 0, 0], [2, 3, 0, 0, 1, 3, 1, 3]]","[-1.37, 1.68, -1.61, 2.02, 0.9]"
8,5,32.51125717163086,"[[3, 3, 2, 0, 0, 0, 2, 0], [3, 1, 2, 1, 2, 2, 0, 2], [3, 3, 3, 0, 3, 3, 0, 3], [0, 2, 0, 3, 3, 0, 3, 1], [1, 0, 0, 1, 0, 1, 3, 0]]","[-2.33, -1.5, 1.05, 0.83, -2.66]"
8,5,60.55099105834961,"[[0, 3, 2, 3, 3, 3, 3, 1], [3, 1, 1, 1, 2, 2, 0, 2], [3, 2, 2, 2, 2, 2, 3, 3], [3, 1, 1, 2, 3, 3, 2, 1], [3, 1, 2, 3, 1, 1, 1, 1]]","[0.97, 0.61, 2.93, -1.71, -1.88]"
8,5,88.80332946777344,"[[0, 0, 0, 3, 3, 0, 2, 2], [0, 0, 0, 3, 3, 1, 0, 0], [2, 2, 3, 1, 2, 1, 0, 1], [0, 0, 2, 2, 1, 0, 1, 1], [3, 2, 2, 2, 0, 1, 0, 3]]","[-2.53, -2.05, -0.04, 0.01, 1.37]"
8,5,44.55097961425781,"[[2, 0, 1, 2, 1, 3, 0, 2], [2, 1, 0, 1, 0, 3, 0, 3], [0, 3, 1, 1, 3, 0, 2, 2], [2, 2, 2, 1, 2, 0, 0, 1], [3, 1, 0, 3, 1, 2, 0, 2]]","[0.27, -0.41, -0.9, -0.74, -0.45]"
8,5,38.75578308105469,"[[1, 3, 2, 1, 1, 3, 1, 0], [0, 1, 0, 1, 1, 2, 0, 3], [3, 3, 3, 2, 1, 3, 1, 3], [2, 2, 2, 2, 3, 3, 0, 0], [3, 3, 2, 0, 2, 1, 0, 0]]","[-0.77, -0.08, 0.63, 1.63, -1.13]"
8,5,42.02386093139648,"[[2, 1, 2, 2, 3, 1, 3, 1], [1, 2, 2, 2, 0, 0, 0, 0], [2, 2, 1, 1, 0, 0, 0, 2], [2, 0, 0, 1, 3, 1, 3, 3], [1, 1, 0, 2, 1, 2, 1, 1]]","[-0.41, -0.24, 0.89, 0.86, 0.92]"
8,5,74.90486907958984,"[[2, 2, 0, 2, 1, 1, 0, 1], [3, 1, 1, 3, 3, 0, 3, 1], [2, 0, 0, 2, 0, 1, 3, 3], [3, 1, 3, 2, 1, 1, 0, 2], [1, 1, 0, 0, 3, 2, 1, 1]]","[0.98, 3.55, -2.26, 0.45, 5.04]"
8,5,100.5716552734375,"[[2, 3, 0, 1, 1, 2, 0, 1], [3, 0, 0, 1, 3, 3, 2, 1], [2, 2, 0, 1, 3, 1, 0, 2], [1, 2, 0, 1, 2, 0, 0, 0], [1, 1, 0, 3, 0, 2, 3, 0]]","[0.01, -0.56, -0.16, -0.62, 0.03]"
8,5,88.53397369384766,"[[2, 1, 0, 0, 3, 3, 1, 2], [3, 2, 1, 2, 2, 3, 1, 0], [2, 2, 3, 3, 0, 3, 3, 0], [1, 3, 0, 2, 0, 1, 3, 1], [0, 3, 0, 2, 3, 3, 0, 3]]","[-1.62, -1.39, 0.14, 1.25, -1.54]"
8,5,70.15802764892578,"[[3, 2, 3, 1, 1, 3, 2, 0], [1, 1, 3, 1, 1, 2, 1, 3], [2, 2, 3, 1, 3, 1, 3, 3], [2, 1, 0, 0, 0, 2, 1, 2], [3, 1, 1, 2, 1, 1, 2, 0]]","[-4.19, 2.4, -0.16, -1.0, -2.63]"
8,5,87.84955596923828,"[[2, 1, 0, 3, 0, 3, 2, 0], [2, 2, 2, 2, 2, 3, 0, 1], [3, 2, 3, 0, 1, 1, 1, 0], [3, 3, 2, 2, 0, 1, 0, 0], [1, 0, 0, 2, 3, 1, 1, 3]]","[1.01, -0.9, -1.58, 0.24, 3.4]"
8,5,37.531768798828125,"[[1, 1, 2, 1, 3, 0, 0, 0], [0, 1, 3, 2, 2, 2, 2, 2], [2, 3, 0, 1, 3, 1, 2, 1], [2, 0, 1, 1, 3, 3, 3, 1], [2, 3, 2, 2, 3, 2, 0, 1]]","[3.17, 2.45, 0.45, -4.36, 0.59]"
8,5,36.033836364746094,"[[1, 2, 3, 3, 1, 3, 3, 2], [3, 1, 2, 1, 0, 3, 2, 3], [0, 0, 2, 1, 0, 0, 1, 0], [0, 0, 1, 3, 3, 0, 2, 3], [3, 0, 1, 0, 2, 1, 1, 3]]","[2.33, 0.22, 0.09, 3.71, 1.18]"
8,5,34.5189094543457,"[[0, 2, 3, 3, 2, 3, 0, 3], [1, 2, 0, 1, 3, 3, 2, 3], [3, 2, 3, 2, 0, 0, 2, 2], [0, 2, 0, 2, 0, 1, 3, 3], [2, 2, 3, 2, 0, 2, 0, 0]]","[-3.65, -1.28, 1.72, -1.36, 0.86]"
8,5,39.64189910888672,"[[1, 1, 0, 2, 1, 0, 0, 0], [2, 0, 2, 2, 3, 1, 0, 0], [2, 2, 3, 1, 3, 1, 2, 3], [0, 0, 3, 0, 1, 1, 1, 1], [0, 3, 2, 3, 2, 2, 1, 3]]","[-1.06, 0.54, 0.28, 1.94, -1.3]"
8,5,44.5203971862793,"[[3, 3, 2, 1, 0, 0, 3, 2], [0, 1, 1, 1, 3, 1, 0, 2], [3, 0, 2, 0, 3, 1, 2, 1], [0, 1, 1, 3, 3, 0, 0, 0], [0, 2, 2, 0, 0, 0, 1, 2]]","[-0.88, 0.13, 0.25, 1.92, 1.89]"
8,5,51.29518127441406,"[[3, 3, 2, 0, 2, 0, 3, 1], [2, 0, 1, 2, 0, 2, 3, 0], [0, 3, 0, 1, 0, 1, 1, 2], [0, 3, 3, 0, 1, 1, 3, 1], [0, 2, 2, 3, 1, 1, 0, 0]]","[0.1, 0.42, 0.65, -0.62, -0.41]"
8,5,43.0535888671875,"[[0, 2, 3, 3, 2, 3, 2, 1], [2, 0, 3, 2, 2, 0, 3, 0], [0, 1, 2, 3, 3, 0, 2, 1], [0, 0, 3, 3, 2, 3, 2, 0], [2, 0, 3, 3, 3, 0, 3, 1]]","[2.91, 1.53, 0.44, 2.57, -1.7]"
8,5,34.62446975708008,"[[1, 3, 0, 1, 3, 1, 0, 3], [1, 3, 0, 2, 2, 2, 2, 0], [2, 0, 2, 0, 3, 0, 2, 1], [3, 3, 2, 3, 0, 3, 1, 2], [2, 1, 0, 0, 3, 2, 1, 1]]","[-0.2, -0.07, -0.0, 0.05, -0.15]"
8,5,89.09839630126953,"[[1, 3, 3, 0, 2, 3, 0, 0], [1, 2, 3, 1, 2, 0, 1, 3], [2, 1, 1, 0, 0, 3, 1, 0], [0, 0, 3, 3, 1, 3, 1, 2], [3, 2, 1, 2, 2, 2, 3, 3]]","[-1.68, 2.0, -0.85, 0.65, -2.76]"
8,5,41.84587097167969,"[[2, 3, 0, 3, 3, 0, 0, 0], [2, 2, 2, 0, 3, 2, 0, 3], [3, 1, 1, 3, 3, 3, 0, 0], [1, 3, 0, 3, 1, 1, 0, 2], [3, 0, 1, 0, 2, 1, 2, 3]]","[-2.83, 1.88, -0.31, 0.66, -3.68]"
8,5,68.00057983398438,"[[1, 2, 0, 2, 0, 2, 0, 1], [1, 3, 0, 0, 2, 2, 3, 3], [3, 1, 1, 3, 2, 3, 3, 1], [1, 2, 3, 1, 1, 2, 2, 2], [2, 2, 0, 2, 0, 3, 1, 0]]","[-0.31, -0.19, -0.58, -1.19, 0.45]"
8,5,45.64578628540039,"[[2, 2, 2, 0, 1, 3, 3, 2], [1, 1, 2, 3, 2, 2, 0, 2], [3, 1, 2, 1, 1, 3, 2, 2], [0, 3, 0, 1, 1, 3, 3, 3], [1, 0, 0, 1, 3, 3, 0, 2]]","[3.11, -0.41, -1.33, 2.57, 1.59]"
8,5,32.32835388183594,"[[3, 3, 3, 1, 0, 1, 3, 2], [2, 2, 0, 0, 2, 2, 2, 1], [0, 3, 0, 1, 2, 1, 0, 1], [0, 3, 2, 3, 0, 2, 3, 3], [0, 2, 0, 1, 1, 0, 0, 2]]","[-0.66, -1.47, -1.51, 0.75, -0.16]"
8,5,43.99266052246094,"[[2, 2, 0, 2, 0, 3, 3, 2], [2, 0, 1, 0, 0, 0, 2, 1], [3, 3, 3, 2, 3, 1, 3, 2], [1, 2, 2, 3, 0, 3, 2, 0], [1, 0, 1, 1, 1, 0, 2, 1]]","[0.45, -0.24, -0.97, -0.49, 1.44]"
8,5,50.123680114746094,"[[3, 0, 3, 0, 2, 0, 2, 3], [3, 0, 0, 2, 2, 3, 3, 1], [0, 3, 1, 3, 3, 3, 0, 3], [2, 2, 1, 0, 3, 0, 3, 0], [2, 2, 3, 3, 0, 0, 1, 2]]","[4.48, -3.14, 0.37, 1.22, -0.75]"
8,5,48.52261352539063,"[[3, 3, 3, 2, 0, 2, 0, 2], [1, 1, 2, 0, 2, 0, 2, 1], [3, 1, 0, 0, 2, 1, 1, 0], [0, 2, 2, 2, 1, 2, 3, 1], [1, 0, 1, 2, 3, 3, 1, 2]]","[0.3, -0.31, -0.29, -0.01, -0.33]"
8,5,78.61058807373047,"[[2, 3, 2, 3, 1, 3, 3, 1], [3, 2, 2, 2, 1, 3, 2, 2], [2, 2, 1, 3, 0, 2, 0, 2], [1, 3, 2, 1, 3, 0, 0, 2], [0, 2, 3, 3, 0, 1, 0, 3]]","[0.53, -0.57, 0.14, 2.16, 1.32]"
8,5,60.22742462158203,"[[1, 0, 0, 1, 3, 3, 2, 1], [2, 2, 1, 0, 1, 2, 2, 2], [3, 2, 2, 0, 3, 2, 1, 3], [2, 0, 1, 3, 2, 2, 0, 1], [3, 0, 0, 2, 3, 1, 2, 3]]","[-0.54, 1.45, -0.16, -0.65, -0.58]"
8,5,71.08486938476562,"[[3, 0, 2, 2, 2, 0, 0, 1], [2, 0, 2, 3, 3, 0, 2, 1], [2, 1, 3, 3, 2, 2, 2, 2], [3, 2, 1, 3, 0, 3, 3, 3], [2, 3, 2, 3, 1, 2, 2, 3]]","[-0.18, 1.68, -1.71, -2.22, 0.91]"
8,5,38.487831115722656,"[[1, 2, 2, 2, 1, 3, 2, 0], [1, 3, 0, 2, 2, 0, 1, 2], [1, 2, 3, 3, 0, 0, 2, 2], [1, 0, 1, 0, 3, 2, 3, 2], [2, 3, 3, 0, 0, 1, 2, 0]]","[-2.25, -1.59, 0.7, -0.76, -2.77]"
8,5,81.50514221191406,"[[0, 3, 3, 2, 2, 2, 3, 3], [0, 3, 3, 3, 2, 2, 3, 3], [0, 1, 3, 0, 0, 3, 1, 1], [3, 3, 3, 0, 3, 0, 2, 0], [1, 2, 3, 1, 3, 3, 0, 2]]","[2.03, 2.86, 3.75, -0.51, 2.6]"
8,5,92.8118896484375,"[[2, 3, 2, 0, 2, 3, 2, 2], [0, 2, 0, 0, 2, 3, 1, 2], [0, 1, 2, 1, 2, 0, 1, 3], [2, 1, 3, 2, 3, 0, 2, 1], [3, 1, 2, 1, 3, 2, 2, 0]]","[-0.91, 1.87, 1.13, 2.45, -0.82]"
8,5,76.99989318847656,"[[1, 2, 2, 2, 0, 0, 0, 3], [0, 2, 1, 2, 0, 3, 1, 1], [1, 3, 1, 2, 1, 1, 1, 0], [0, 1, 0, 1, 3, 3, 0, 0], [0, 2, 1, 2, 3, 0, 1, 1]]","[-0.15, -0.6, 0.55, 0.03, 0.21]"
8,5,95.8184585571289,"[[0, 2, 3, 0, 0, 1, 2, 1], [1, 0, 0, 2, 0, 0, 1, 2], [1, 3, 3, 3, 3, 2, 1, 3], [0, 0, 3, 3, 0, 3, 3, 1], [2, 1, 0, 3, 2, 1, 1, 2]]","[0.45, -0.32, -0.27, -0.05, -0.25]"
8,5,51.18781661987305,"[[2, 0, 1, 3, 2, 1, 0, 3], [3, 2, 2, 0, 0, 2, 1, 1], [2, 1, 0, 1, 3, 0, 1, 3], [3, 0, 0, 0, 0, 3, 2, 0], [1, 2, 1, 2, 0, 2, 3, 3]]","[2.8, -1.31, -0.47, 1.62, -0.49]"
8,5,39.55547332763672,"[[0, 1, 1, 3, 3, 0, 3, 0], [0, 0, 0, 2, 2, 0, 1, 1], [0, 0, 3, 2, 0, 1, 0, 0], [2, 0, 1, 3, 0, 0, 2, 0], [1, 3, 3, 1, 2, 3, 2, 1]]","[-0.8, -1.48, -1.0, 1.67, -0.83]"
8,5,58.858882904052734,"[[0, 0, 1, 3, 1, 3, 1, 3], [2, 2, 2, 2, 2, 3, 0, 2], [1, 1, 1, 3, 3, 3, 3, 0], [1, 0, 0, 2, 0, 3, 0, 1], [1, 2, 3, 2, 0, 2, 3, 0]]","[1.7, -0.99, -2.16, 0.57, -0.43]"
